Gm#,Home_Game,Opp,Streak,Tm,W-L,W/L,Team_Win_Percentage
89,0,CHW,2,CHC,47-42,W,0.5280898876404494
90,0,CHW,-1,CHC,47-43,L,0.5222222222222223
91,1,PIT,1,CHC,48-43,W,0.5274725274725275
92,1,PIT,2,CHC,49-43,W,0.532608695652174
93,1,PIT,3,CHC,50-43,W,0.5376344086021505
94,1,CIN,-1,CHC,50-44,L,0.5319148936170213
95,1,CIN,1,CHC,51-44,W,0.5368421052631579
96,1,CIN,2,CHC,52-44,W,0.5416666666666666
97,1,SDP,3,CHC,53-44,W,0.5463917525773195
98,1,SDP,4,CHC,54-44,W,0.5510204081632653
99,1,SDP,-1,CHC,54-45,L,0.5454545454545454
100,0,SFG,-2,CHC,54-46,L,0.54
101,0,SFG,-3,CHC,54-47,L,0.5346534653465347
102,0,SFG,1,CHC,55-47,W,0.5392156862745098
103,0,MIL,-1,CHC,55-48,L,0.5339805825242718
104,0,MIL,-2,CHC,55-49,L,0.5288461538461539
105,0,MIL,1,CHC,56-49,W,0.5333333333333333
106,0,STL,-1,CHC,56-50,L,0.5283018867924528
107,0,STL,1,CHC,57-50,W,0.5327102803738317
108,0,STL,-1,CHC,57-51,L,0.5277777777777778
109,1,MIL,1,CHC,58-51,W,0.5321100917431193
110,1,MIL,2,CHC,59-51,W,0.5363636363636364
111,1,MIL,3,CHC,60-51,W,0.5405405405405406
112,1,OAK,4,CHC,61-51,W,0.5446428571428571
113,1,OAK,-1,CHC,61-52,L,0.5398230088495575
114,1,OAK,1,CHC,62-52,W,0.543859649122807
115,0,CIN,2,CHC,63-52,W,0.5478260869565217
116,0,CIN,-1,CHC,63-53,L,0.5431034482758621
117,0,CIN,-2,CHC,63-54,L,0.5384615384615384
118,0,CIN,1,CHC,64-54,W,0.5423728813559322
119,0,PHI,-1,CHC,64-55,L,0.5378151260504201
120,0,PHI,-2,CHC,64-56,L,0.5333333333333333
121,0,PHI,-3,CHC,64-57,L,0.5289256198347108
122,0,PIT,-4,CHC,64-58,L,0.5245901639344263
123,0,PIT,1,CHC,65-58,W,0.5284552845528455
124,0,PIT,2,CHC,66-58,W,0.532258064516129
125,1,SFG,3,CHC,67-58,W,0.536
126,1,SFG,4,CHC,68-58,W,0.5396825396825397
127,1,SFG,5,CHC,69-58,W,0.5433070866141733
128,1,WSN,-1,CHC,69-59,L,0.5390625
129,1,WSN,-2,CHC,69-60,L,0.5348837209302325
130,1,WSN,-3,CHC,69-61,L,0.5307692307692308
131,0,NYM,1,CHC,70-61,W,0.5343511450381679
132,0,NYM,2,CHC,71-61,W,0.5378787878787878
133,0,NYM,3,CHC,72-61,W,0.5413533834586466
134,1,MIL,4,CHC,73-61,W,0.5447761194029851
135,1,MIL,-1,CHC,73-62,L,0.5407407407407407
136,1,MIL,-2,CHC,73-63,L,0.5367647058823529
137,1,SEA,1,CHC,74-63,W,0.5401459854014599
138,1,SEA,2,CHC,75-63,W,0.5434782608695652
139,0,MIL,3,CHC,76-63,W,0.5467625899280576
140,0,MIL,-1,CHC,76-64,L,0.5428571428571428
141,0,MIL,-2,CHC,76-65,L,0.5390070921985816
142,0,MIL,-3,CHC,76-66,L,0.5352112676056338
143,0,SDP,1,CHC,77-66,W,0.5384615384615384
144,0,SDP,-1,CHC,77-67,L,0.5347222222222222
145,0,SDP,-2,CHC,77-68,L,0.5310344827586206
146,0,SDP,1,CHC,78-68,W,0.5342465753424658
147,1,PIT,2,CHC,79-68,W,0.5374149659863946
148,1,PIT,3,CHC,80-68,W,0.5405405405405406
149,1,PIT,4,CHC,81-68,W,0.5436241610738255
150,1,CIN,5,CHC,82-68,W,0.5466666666666666
151,1,CIN,-1,CHC,82-69,L,0.543046357615894
152,1,CIN,-2,CHC,82-70,L,0.5394736842105263
153,1,STL,-3,CHC,82-71,L,0.5359477124183006
154,1,STL,-4,CHC,82-72,L,0.5324675324675324
155,1,STL,-5,CHC,82-73,L,0.5290322580645161
156,1,STL,-6,CHC,82-74,L,0.5256410256410257
157,0,PIT,-7,CHC,82-75,L,0.5222929936305732
158,0,PIT,-8,CHC,82-76,L,0.5189873417721519
159,0,PIT,-9,CHC,82-77,L,0.5157232704402516
160,0,STL,1,CHC,83-77,W,0.51875
161,0,STL,2,CHC,84-77,W,0.5217391304347826
162,0,STL,-1,CHC,84-78,L,0.5185185185185185
1,0,LAD,-1,ARI,0-1,L,0.0
2,0,LAD,1,ARI,1-1,W,0.5
3,0,LAD,-1,ARI,1-2,L,0.3333333333333333
4,0,LAD,-2,ARI,1-3,L,0.25
5,0,SDP,1,ARI,2-3,W,0.4
6,0,SDP,2,ARI,3-3,W,0.5
7,0,SDP,-1,ARI,3-4,L,0.42857142857142855
8,1,BOS,1,ARI,4-4,W,0.5
9,1,BOS,2,ARI,5-4,W,0.5555555555555556
10,1,BOS,-1,ARI,5-5,L,0.5
11,1,TEX,1,ARI,6-5,W,0.5454545454545454
12,1,TEX,-1,ARI,6-6,L,0.5
13,1,SDP,-2,ARI,6-7,L,0.46153846153846156
14,1,SDP,-3,ARI,6-8,L,0.42857142857142855
15,1,SDP,-4,ARI,6-9,L,0.4
16,1,SDP,1,ARI,7-9,W,0.4375
17,0,ATL,2,ARI,8-9,W,0.47058823529411764
18,0,ATL,3,ARI,9-9,W,0.5
19,0,ATL,4,ARI,10-9,W,0.5263157894736842
20,0,CHC,-1,ARI,10-10,L,0.5
21,0,CHC,1,ARI,11-10,W,0.5238095238095238
22,0,CHC,-1,ARI,11-11,L,0.5
23,0,PIT,1,ARI,12-11,W,0.5217391304347826
24,0,PIT,2,ARI,13-11,W,0.5416666666666666
25,0,PIT,3,ARI,14-11,W,0.56
26,0,PIT,4,ARI,15-11,W,0.5769230769230769
27,1,CHC,5,ARI,16-11,W,0.5925925925925926
28,1,CHC,-1,ARI,16-12,L,0.5714285714285714
29,1,CHC,-2,ARI,16-13,L,0.5517241379310345
30,1,NYY,1,ARI,17-13,W,0.5666666666666667
31,1,NYY,2,ARI,18-13,W,0.5806451612903226
32,0,COL,3,ARI,19-13,W,0.59375
33,0,COL,4,ARI,20-13,W,0.6060606060606061
34,0,COL,-1,ARI,20-14,L,0.5882352941176471
35,0,TBR,-2,ARI,20-15,L,0.5714285714285714
36,0,TBR,-3,ARI,20-16,L,0.5555555555555556
37,0,TBR,1,ARI,21-16,W,0.5675675675675675
38,1,ATL,2,ARI,22-16,W,0.5789473684210527
39,1,ATL,-1,ARI,22-17,L,0.5641025641025641
40,1,ATL,-2,ARI,22-18,L,0.55
41,1,ATL,-3,ARI,22-19,L,0.5365853658536586
42,1,PIT,1,ARI,23-19,W,0.5476190476190477
43,1,PIT,-1,ARI,23-20,L,0.5348837209302325
44,1,PIT,1,ARI,24-20,W,0.5454545454545454
45,1,SFG,2,ARI,25-20,W,0.5555555555555556
46,1,SFG,-1,ARI,25-21,L,0.5434782608695652
47,1,SFG,-2,ARI,25-22,L,0.5319148936170213
48,0,SDP,-3,ARI,25-23,L,0.5208333333333334
49,0,SDP,-4,ARI,25-24,L,0.5102040816326531
50,0,SDP,-5,ARI,25-25,L,0.5
51,0,SFG,1,ARI,26-25,W,0.5098039215686274
52,0,SFG,2,ARI,27-25,W,0.5192307692307693
53,0,SFG,3,ARI,28-25,W,0.5283018867924528
54,0,COL,-1,ARI,28-26,L,0.5185185185185185
55,0,COL,-2,ARI,28-27,L,0.509090909090909
56,0,COL,-3,ARI,28-28,L,0.5
57,0,COL,-4,ARI,28-29,L,0.49122807017543857
58,1,NYM,-5,ARI,28-30,L,0.4827586206896552
59,1,NYM,1,ARI,29-30,W,0.4915254237288136
60,1,NYM,2,ARI,30-30,W,0.5
61,1,LAD,-1,ARI,30-31,L,0.4918032786885246
62,1,LAD,-2,ARI,30-32,L,0.4838709677419355
63,1,LAD,1,ARI,31-32,W,0.49206349206349204
64,0,TOR,2,ARI,32-32,W,0.5
65,0,TOR,3,ARI,33-32,W,0.5076923076923077
66,0,TOR,4,ARI,34-32,W,0.5151515151515151
67,0,PHI,5,ARI,35-32,W,0.5223880597014925
68,0,PHI,-1,ARI,35-33,L,0.5147058823529411
69,0,PHI,1,ARI,36-33,W,0.5217391304347826
70,0,WSN,2,ARI,37-33,W,0.5285714285714286
71,0,WSN,-1,ARI,37-34,L,0.5211267605633803
72,0,WSN,1,ARI,38-34,W,0.5277777777777778
73,0,WSN,-1,ARI,38-35,L,0.5205479452054794
74,1,COL,-2,ARI,38-36,L,0.5135135135135135
75,1,COL,-3,ARI,38-37,L,0.5066666666666667
76,1,COL,-4,ARI,38-38,L,0.5
77,1,SFG,-5,ARI,38-39,L,0.4935064935064935
78,1,SFG,-6,ARI,38-40,L,0.48717948717948717
79,1,SFG,1,ARI,39-40,W,0.4936708860759494
80,1,LAD,2,ARI,40-40,W,0.5
81,1,LAD,-1,ARI,40-41,L,0.49382716049382713
82,1,LAD,1,ARI,41-41,W,0.5
83,0,SFG,2,ARI,42-41,W,0.5060240963855421
84,0,SFG,-1,ARI,42-42,L,0.5
85,0,SFG,1,ARI,43-42,W,0.5058823529411764
86,0,SFG,-1,ARI,43-43,L,0.5
87,0,LAD,-2,ARI,43-44,L,0.4942528735632184
88,0,LAD,-3,ARI,43-45,L,0.48863636363636365
89,1,COL,1,ARI,44-45,W,0.4943820224719101
90,1,COL,2,ARI,45-45,W,0.5
91,1,COL,3,ARI,46-45,W,0.5054945054945055
92,0,STL,4,ARI,47-45,W,0.5108695652173914
93,0,STL,-1,ARI,47-46,L,0.5053763440860215
94,0,STL,-2,ARI,47-47,L,0.5
95,0,TEX,1,ARI,48-47,W,0.5052631578947369
96,0,TEX,2,ARI,49-47,W,0.5104166666666666
97,1,MIL,-1,ARI,49-48,L,0.5051546391752577
98,1,MIL,1,ARI,50-48,W,0.5102040816326531
99,1,MIL,-1,ARI,50-49,L,0.5050505050505051
100,1,MIL,-2,ARI,50-50,L,0.5
101,1,BAL,1,ARI,51-50,W,0.504950495049505
102,1,BAL,-1,ARI,51-51,L,0.5
103,1,BAL,1,ARI,52-51,W,0.5048543689320388
104,0,MIA,-1,ARI,52-52,L,0.5
105,0,MIA,1,ARI,53-52,W,0.5047619047619047
106,0,MIA,-1,ARI,53-53,L,0.5
107,0,MIA,-2,ARI,53-54,L,0.4953271028037383
108,0,NYY,1,ARI,54-54,W,0.5
109,0,NYY,-1,ARI,54-55,L,0.4954128440366973
110,1,WSN,-2,ARI,54-56,L,0.4909090909090909
111,1,WSN,1,ARI,55-56,W,0.4954954954954955
112,1,WSN,2,ARI,56-56,W,0.5
113,1,PHI,-1,ARI,56-57,L,0.49557522123893805
114,1,PHI,1,ARI,57-57,W,0.5
115,1,PHI,2,ARI,58-57,W,0.5043478260869565
116,0,LAD,3,ARI,59-57,W,0.5086206896551724
117,0,LAD,-1,ARI,59-58,L,0.5042735042735043
118,0,LAD,-2,ARI,59-59,L,0.5
119,0,COL,1,ARI,60-59,W,0.5042016806722689
120,0,COL,2,ARI,61-59,W,0.5083333333333333
121,0,COL,-1,ARI,61-60,L,0.5041322314049587
122,1,SFG,-2,ARI,61-61,L,0.5
123,1,SFG,-3,ARI,61-62,L,0.4959349593495935
124,1,SFG,-4,ARI,61-63,L,0.49193548387096775
125,1,SFG,1,ARI,62-63,W,0.496
126,1,COL,2,ARI,63-63,W,0.5
127,1,COL,3,ARI,64-63,W,0.5039370078740157
128,1,COL,-1,ARI,64-64,L,0.5
129,0,MIL,-2,ARI,64-65,L,0.49612403100775193
130,0,MIL,-3,ARI,64-66,L,0.49230769230769234
131,0,MIL,1,ARI,65-66,W,0.4961832061068702
132,0,SFG,2,ARI,66-66,W,0.5
133,0,SFG,3,ARI,67-66,W,0.5037593984962406
134,1,LAD,4,ARI,68-66,W,0.5074626865671642
135,1,LAD,5,ARI,69-66,W,0.5111111111111111
136,1,LAD,6,ARI,70-66,W,0.5147058823529411
137,1,LAD,-1,ARI,70-67,L,0.5109489051094891
138,1,SDP,1,ARI,71-67,W,0.5144927536231884
139,1,SDP,2,ARI,72-67,W,0.5179856115107914
140,1,SDP,3,ARI,73-67,W,0.5214285714285715
141,0,CIN,4,ARI,74-67,W,0.524822695035461
142,0,CIN,5,ARI,75-67,W,0.528169014084507
143,0,CIN,-1,ARI,75-68,L,0.5244755244755245
144,0,NYM,-2,ARI,75-69,L,0.5208333333333334
145,0,NYM,-3,ARI,75-70,L,0.5172413793103449
146,0,NYM,-4,ARI,75-71,L,0.5136986301369864
147,0,NYM,-5,ARI,75-72,L,0.5102040816326531
148,1,CIN,-6,ARI,75-73,L,0.5067567567567568
149,1,CIN,1,ARI,76-73,W,0.5100671140939598
150,1,CIN,-1,ARI,76-74,L,0.5066666666666667
151,1,MIA,1,ARI,77-74,W,0.5099337748344371
152,1,MIA,-1,ARI,77-75,L,0.506578947368421
153,1,MIA,1,ARI,78-75,W,0.5098039215686274
154,0,SDP,2,ARI,79-75,W,0.512987012987013
155,0,SDP,3,ARI,80-75,W,0.5161290322580645
156,0,SDP,-1,ARI,80-76,L,0.5128205128205128
157,1,STL,-2,ARI,80-77,L,0.5095541401273885
158,1,STL,1,ARI,81-77,W,0.5126582278481012
159,1,STL,2,ARI,82-77,W,0.5157232704402516
160,1,SDP,3,ARI,83-77,W,0.51875
161,1,SDP,4,ARI,84-77,W,0.5217391304347826
162,1,SDP,5,ARI,85-77,W,0.5246913580246914
1,1,ARI,1,LAD,1-0,W,1.0
2,1,ARI,-1,LAD,1-1,L,0.5
3,1,ARI,1,LAD,2-1,W,0.6666666666666666
4,1,ARI,2,LAD,3-1,W,0.75
5,1,SFG,-1,LAD,3-2,L,0.6
6,1,SFG,1,LAD,4-2,W,0.6666666666666666
7,1,SFG,2,LAD,5-2,W,0.7142857142857143
8,0,COL,3,LAD,6-2,W,0.75
9,0,COL,4,LAD,7-2,W,0.7777777777777778
10,0,COL,5,LAD,8-2,W,0.8
11,0,STL,-1,LAD,8-3,L,0.7272727272727273
12,0,STL,-2,LAD,8-4,L,0.6666666666666666
13,0,STL,-3,LAD,8-5,L,0.6153846153846154
14,0,STL,-4,LAD,8-6,L,0.5714285714285714
15,1,MIL,-5,LAD,8-7,L,0.5333333333333333
16,1,MIL,-6,LAD,8-8,L,0.5
17,1,MIL,1,LAD,9-8,W,0.5294117647058824
18,1,CIN,2,LAD,10-8,W,0.5555555555555556
19,1,CIN,3,LAD,11-8,W,0.5789473684210527
20,1,CIN,4,LAD,12-8,W,0.6
21,0,MIL,5,LAD,13-8,W,0.6190476190476191
22,0,MIL,6,LAD,14-8,W,0.6363636363636364
23,0,MIL,-1,LAD,14-9,L,0.6086956521739131
24,0,MIL,1,LAD,15-9,W,0.625
25,0,CHC,-1,LAD,15-10,L,0.6
26,0,CHC,-2,LAD,15-11,L,0.5769230769230769
27,0,CHC,1,LAD,16-11,W,0.5925925925925926
28,1,PIT,2,LAD,17-11,W,0.6071428571428571
29,1,PIT,3,LAD,18-11,W,0.6206896551724138
30,1,PIT,4,LAD,19-11,W,0.6333333333333333
31,0,SFG,-1,LAD,19-12,L,0.6129032258064516
32,0,SFG,1,LAD,20-12,W,0.625
33,0,SFG,-1,LAD,20-13,L,0.6060606060606061
34,0,SDP,1,LAD,21-13,W,0.6176470588235294
35,0,SDP,2,LAD,22-13,W,0.6285714285714286
36,0,SDP,-1,LAD,22-14,L,0.6111111111111112
37,1,ATL,1,LAD,23-14,W,0.6216216216216216
38,1,ATL,2,LAD,24-14,W,0.631578947368421
39,1,ATL,3,LAD,25-14,W,0.6410256410256411
40,1,WSN,-1,LAD,25-15,L,0.625
41,1,WSN,1,LAD,26-15,W,0.6341463414634146
42,1,WSN,-1,LAD,26-16,L,0.6190476190476191
43,1,WSN,1,LAD,27-16,W,0.627906976744186
44,1,SDP,2,LAD,28-16,W,0.6363636363636364
45,1,SDP,3,LAD,29-16,W,0.6444444444444445
46,0,CIN,4,LAD,30-16,W,0.6521739130434783
47,0,CIN,-1,LAD,30-17,L,0.6382978723404256
48,0,CIN,1,LAD,31-17,W,0.6458333333333334
49,0,TBR,2,LAD,32-17,W,0.6530612244897959
50,0,TBR,-1,LAD,32-18,L,0.64
51,0,PIT,1,LAD,33-18,W,0.6470588235294118
52,0,PIT,2,LAD,34-18,W,0.6538461538461539
53,0,PIT,3,LAD,35-18,W,0.660377358490566
54,1,NYM,4,LAD,36-18,W,0.6666666666666666
55,1,NYM,-1,LAD,36-19,L,0.6545454545454545
56,1,NYM,1,LAD,37-19,W,0.6607142857142857
57,1,NYM,2,LAD,38-19,W,0.6666666666666666
58,1,PHI,3,LAD,39-19,W,0.6724137931034483
59,1,PHI,4,LAD,40-19,W,0.6779661016949152
60,1,PHI,5,LAD,41-19,W,0.6833333333333333
61,0,ARI,6,LAD,42-19,W,0.6885245901639344
62,0,ARI,7,LAD,43-19,W,0.6935483870967742
63,0,ARI,-1,LAD,43-20,L,0.6825396825396826
64,0,SFG,-2,LAD,43-21,L,0.671875
65,0,SFG,1,LAD,44-21,W,0.676923076923077
66,0,SFG,2,LAD,45-21,W,0.6818181818181818
67,0,LAA,-1,LAD,45-22,L,0.6716417910447762
68,0,LAA,-2,LAD,45-23,L,0.6617647058823529
69,1,CHC,1,LAD,46-23,W,0.6666666666666666
70,1,CHC,2,LAD,47-23,W,0.6714285714285714
71,1,CHC,-1,LAD,47-24,L,0.6619718309859155
72,1,CHC,1,LAD,48-24,W,0.6666666666666666
73,1,SFG,-1,LAD,48-25,L,0.6575342465753424
74,1,SFG,1,LAD,49-25,W,0.6621621621621622
75,1,SFG,2,LAD,50-25,W,0.6666666666666666
76,1,SFG,3,LAD,51-25,W,0.6710526315789473
77,1,COL,4,LAD,52-25,W,0.6753246753246753
78,1,COL,5,LAD,53-25,W,0.6794871794871795
79,1,COL,6,LAD,54-25,W,0.6835443037974683
80,0,ARI,-1,LAD,54-26,L,0.675
81,0,ARI,1,LAD,55-26,W,0.6790123456790124
82,0,ARI,-1,LAD,55-27,L,0.6707317073170732
83,0,COL,1,LAD,56-27,W,0.6746987951807228
84,0,COL,-1,LAD,56-28,L,0.6666666666666666
85,0,COL,-2,LAD,56-29,L,0.6588235294117647
86,0,COL,1,LAD,57-29,W,0.6627906976744186
87,1,ARI,2,LAD,58-29,W,0.6666666666666666
88,1,ARI,3,LAD,59-29,W,0.6704545454545454
89,1,SDP,4,LAD,60-29,W,0.6741573033707865
90,1,SDP,-1,LAD,60-30,L,0.6666666666666666
91,1,SDP,-2,LAD,60-31,L,0.6593406593406593
92,1,SDP,-3,LAD,60-32,L,0.6521739130434783
93,0,BOS,-4,LAD,60-33,L,0.6451612903225806
94,0,BOS,1,LAD,61-33,W,0.648936170212766
95,0,BOS,2,LAD,62-33,W,0.6526315789473685
96,0,PHI,3,LAD,63-33,W,0.65625
97,0,PHI,-1,LAD,63-34,L,0.6494845360824743
98,0,PHI,1,LAD,64-34,W,0.6530612244897959
99,0,PHI,-1,LAD,64-35,L,0.6464646464646465
100,1,MIA,1,LAD,65-35,W,0.65
101,1,MIA,2,LAD,66-35,W,0.6534653465346535
102,1,MIA,3,LAD,67-35,W,0.6568627450980392
103,1,LAA,-1,LAD,67-36,L,0.6504854368932039
104,1,LAA,-2,LAD,67-37,L,0.6442307692307693
105,0,WSN,1,LAD,68-37,W,0.6476190476190476
106,0,WSN,2,LAD,69-37,W,0.6509433962264151
107,0,WSN,-1,LAD,69-38,L,0.6448598130841121
108,0,COL,-2,LAD,69-39,L,0.6388888888888888
109,0,COL,1,LAD,70-39,W,0.6422018348623854
110,0,COL,2,LAD,71-39,W,0.6454545454545455
111,1,SDP,3,LAD,72-39,W,0.6486486486486487
112,1,SDP,-1,LAD,72-40,L,0.6428571428571429
113,1,SDP,1,LAD,73-40,W,0.6460176991150443
114,1,SDP,2,LAD,74-40,W,0.6491228070175439
115,1,STL,3,LAD,75-40,W,0.6521739130434783
116,1,STL,4,LAD,76-40,W,0.6551724137931034
117,1,STL,5,LAD,77-40,W,0.6581196581196581
118,1,ARI,-1,LAD,77-41,L,0.652542372881356
119,1,ARI,1,LAD,78-41,W,0.6554621848739496
120,1,ARI,2,LAD,79-41,W,0.6583333333333333
121,0,MIA,3,LAD,80-41,W,0.6611570247933884
122,0,MIA,4,LAD,81-41,W,0.6639344262295082
123,0,MIA,-1,LAD,81-42,L,0.6585365853658537
124,0,ATL,1,LAD,82-42,W,0.6612903225806451
125,0,ATL,-1,LAD,82-43,L,0.656
126,0,ATL,-2,LAD,82-44,L,0.6507936507936508
127,1,TOR,1,LAD,83-44,W,0.6535433070866141
128,1,TOR,2,LAD,84-44,W,0.65625
129,1,TOR,3,LAD,85-44,W,0.6589147286821705
130,1,NYY,-1,LAD,85-45,L,0.6538461538461539
131,1,NYY,1,LAD,86-45,W,0.6564885496183206
132,1,NYY,-1,LAD,86-46,L,0.6515151515151515
133,0,SDP,-2,LAD,86-47,L,0.6466165413533834
134,0,SDP,1,LAD,87-47,W,0.6492537313432836
135,0,SDP,2,LAD,88-47,W,0.6518518518518519
136,0,ARI,-1,LAD,88-48,L,0.6470588235294118
137,0,ARI,-2,LAD,88-49,L,0.6423357664233577
138,0,ARI,-3,LAD,88-50,L,0.6376811594202898
139,0,ARI,1,LAD,89-50,W,0.6402877697841727
140,1,COL,2,LAD,90-50,W,0.6428571428571429
141,1,COL,3,LAD,91-50,W,0.6453900709219859
142,1,COL,4,LAD,92-50,W,0.647887323943662
143,1,SFG,-1,LAD,92-51,L,0.6433566433566433
144,1,SFG,-2,LAD,92-52,L,0.6388888888888888
145,1,SFG,1,LAD,93-52,W,0.6413793103448275
146,0,BAL,2,LAD,94-52,W,0.6438356164383562
147,0,BAL,-1,LAD,94-53,L,0.6394557823129252
148,0,BAL,1,LAD,95-53,W,0.6418918918918919
149,0,NYM,2,LAD,96-53,W,0.6442953020134228
150,0,NYM,-1,LAD,96-54,L,0.64
151,0,NYM,1,LAD,97-54,W,0.6423841059602649
152,1,TBR,2,LAD,98-54,W,0.6447368421052632
153,1,TBR,-1,LAD,98-55,L,0.6405228758169934
154,1,COL,1,LAD,99-55,W,0.6428571428571429
155,1,COL,-1,LAD,99-56,L,0.6387096774193548
156,1,COL,1,LAD,100-56,W,0.6410256410256411
157,0,SDP,2,LAD,101-56,W,0.643312101910828
158,0,SDP,3,LAD,102-56,W,0.6455696202531646
159,0,SDP,4,LAD,103-56,W,0.6477987421383647
160,0,SFG,5,LAD,104-56,W,0.65
161,0,SFG,6,LAD,105-56,W,0.6521739130434783
162,0,SFG,7,LAD,106-56,W,0.654320987654321
1,0,SDP,-1,SFG,0-1,L,0.0
2,0,SDP,-2,SFG,0-2,L,0.0
3,0,SDP,1,SFG,1-2,W,0.3333333333333333
4,0,SDP,-1,SFG,1-3,L,0.25
5,0,LAD,1,SFG,2-3,W,0.4
6,0,LAD,-1,SFG,2-4,L,0.3333333333333333
7,0,LAD,-2,SFG,2-5,L,0.2857142857142857
8,1,TBR,-3,SFG,2-6,L,0.25
9,1,TBR,1,SFG,3-6,W,0.3333333333333333
10,1,TBR,-1,SFG,3-7,L,0.3
11,1,SDP,-2,SFG,3-8,L,0.2727272727272727
12,1,SDP,1,SFG,4-8,W,0.3333333333333333
13,1,SDP,-1,SFG,4-9,L,0.3076923076923077
14,1,COL,1,SFG,5-9,W,0.35714285714285715
15,1,COL,2,SFG,6-9,W,0.4
16,1,COL,3,SFG,7-9,W,0.4375
17,1,COL,-1,SFG,7-10,L,0.4117647058823529
18,0,WSN,1,SFG,8-10,W,0.4444444444444444
19,0,WSN,-1,SFG,8-11,L,0.42105263157894735
20,0,WSN,-2,SFG,8-12,L,0.4
21,0,PIT,-3,SFG,8-13,L,0.38095238095238093
22,0,PIT,-4,SFG,8-14,L,0.36363636363636365
23,0,PIT,1,SFG,9-14,W,0.391304347826087
24,0,TOR,2,SFG,10-14,W,0.4166666666666667
25,0,TOR,3,SFG,11-14,W,0.44
26,1,NYY,-1,SFG,11-15,L,0.4230769230769231
27,1,NYY,-2,SFG,11-16,L,0.4074074074074074
28,1,NYY,-3,SFG,11-17,L,0.39285714285714285
29,1,LAD,1,SFG,12-17,W,0.41379310344827586
30,1,LAD,-1,SFG,12-18,L,0.4
31,1,LAD,1,SFG,13-18,W,0.41935483870967744
32,0,CIN,2,SFG,14-18,W,0.4375
33,0,CIN,-1,SFG,14-19,L,0.42424242424242425
34,0,CIN,1,SFG,15-19,W,0.4411764705882353
35,0,CIN,-1,SFG,15-20,L,0.42857142857142855
36,0,COL,1,SFG,16-20,W,0.4444444444444444
37,0,COL,-1,SFG,16-21,L,0.43243243243243246
38,1,CIN,-2,SFG,16-22,L,0.42105263157894735
39,1,CIN,-3,SFG,16-23,L,0.41025641025641024
40,1,CIN,1,SFG,17-23,W,0.425
41,1,TOR,-1,SFG,17-24,L,0.4146341463414634
42,1,TOR,1,SFG,18-24,W,0.42857142857142855
43,0,ARI,-1,SFG,18-25,L,0.4186046511627907
44,0,ARI,1,SFG,19-25,W,0.4318181818181818
45,0,ARI,2,SFG,20-25,W,0.4444444444444444
46,1,ATL,-1,SFG,20-26,L,0.43478260869565216
47,1,ATL,1,SFG,21-26,W,0.44680851063829785
48,1,ATL,-1,SFG,21-27,L,0.4375
49,1,ATL,-2,SFG,21-28,L,0.42857142857142855
50,1,ARI,-3,SFG,21-29,L,0.42
51,1,ARI,-4,SFG,21-30,L,0.4117647058823529
52,1,ARI,-5,SFG,21-31,L,0.40384615384615385
53,0,MIA,-6,SFG,21-32,L,0.39622641509433965
54,0,MIA,-7,SFG,21-33,L,0.3888888888888889
55,0,MIA,1,SFG,22-33,W,0.4
56,0,BAL,-1,SFG,22-34,L,0.39285714285714285
57,0,BAL,1,SFG,23-34,W,0.40350877192982454
58,0,BAL,2,SFG,24-34,W,0.41379310344827586
59,0,NYM,3,SFG,25-34,W,0.423728813559322
60,0,NYM,-1,SFG,25-35,L,0.4166666666666667
61,0,NYM,-2,SFG,25-36,L,0.4098360655737705
62,1,LAD,1,SFG,26-36,W,0.41935483870967744
63,1,LAD,-1,SFG,26-37,L,0.4126984126984127
64,1,LAD,-2,SFG,26-38,L,0.40625
65,1,SDP,1,SFG,27-38,W,0.4153846153846154
66,1,SDP,2,SFG,28-38,W,0.42424242424242425
67,1,MIL,3,SFG,29-38,W,0.43283582089552236
68,1,MIL,4,SFG,30-38,W,0.4411764705882353
69,1,MIL,-1,SFG,30-39,L,0.43478260869565216
70,0,LAD,1,SFG,31-39,W,0.44285714285714284
71,0,LAD,-1,SFG,31-40,L,0.43661971830985913
72,0,LAD,-2,SFG,31-41,L,0.4305555555555556
73,0,LAD,-3,SFG,31-42,L,0.4246575342465753
74,0,ARI,1,SFG,32-42,W,0.43243243243243246
75,0,ARI,2,SFG,33-42,W,0.44
76,0,ARI,-1,SFG,33-43,L,0.4342105263157895
77,1,COL,-2,SFG,33-44,L,0.42857142857142855
78,1,COL,1,SFG,34-44,W,0.4358974358974359
79,1,COL,-1,SFG,34-45,L,0.43037974683544306
80,1,ARI,-2,SFG,34-46,L,0.425
81,1,ARI,1,SFG,35-46,W,0.43209876543209874
82,1,ARI,-1,SFG,35-47,L,0.4268292682926829
83,1,ARI,1,SFG,36-47,W,0.43373493975903615
84,0,SDP,2,SFG,37-47,W,0.44047619047619047
85,0,SDP,3,SFG,38-47,W,0.4470588235294118
86,0,SDP,4,SFG,39-47,W,0.45348837209302323
87,1,STL,-1,SFG,39-48,L,0.4482758620689655
88,1,STL,1,SFG,40-48,W,0.45454545454545453
89,1,STL,2,SFG,41-48,W,0.4606741573033708
90,0,MIL,3,SFG,42-48,W,0.4666666666666667
91,0,MIL,-1,SFG,42-49,L,0.46153846153846156
92,0,MIL,1,SFG,43-49,W,0.4673913043478261
93,0,COL,2,SFG,44-49,W,0.4731182795698925
